npcStationID,systemID,regionID,securityStatus,npcStationName
60003859,30002799,10000033,0.533575,Oisio V - Moon 10 - Caldari Navy Assembly Plant
60003862,30001401,10000016,0.508041,Nonni I - Caldari Navy Assembly Plant
60003865,30001403,10000016,0.741152,Piak III - Moon 19 - Caldari Navy Assembly Plant
60003868,30001398,10000016,0.44779,Aunenen III - Moon 1 - Caldari Navy Assembly Plant
60003871,30001401,10000016,0.508041,Nonni IV - Caldari Navy Assembly Plant
60003874,30001401,10000016,0.508041,Nonni V - Caldari Navy Assembly Plant
60003877,30001400,10000016,0.489405,Litiura VIII - Moon 12 - Caldari Navy Logistic Support
60003880,30001405,10000016,0.949,Kakakela VII - Moon 16 - Caldari Navy Assembly Plant
60003883,30001409,10000016,0.561301,Umokka VII - Moon 5 - Caldari Navy Testing Facilities
60003886,30001409,10000016,0.561301,Umokka X - Moon 4 - Caldari Navy Testing Facilities
60003889,30001405,10000016,0.949,Kakakela VII - Caldari Navy Assembly Plant
60003892,30001405,10000016,0.949,Kakakela VI - Moon 18 - Caldari Navy Assembly Plant
60003895,30001405,10000016,0.949,Kakakela VI - Moon 15 - Caldari Navy Assembly Plant
60003898,30002738,10000033,0.570857,Inoue VI - Moon 9 - Caldari Navy Logistic Support
60003901,30002741,10000033,0.438425,Horkkisen XII - Caldari Navy Testing Facilities
60003904,30002739,10000033,0.720814,Isaziwa X - Moon 3 - Caldari Navy Assembly Plant
60003907,30002739,10000033,0.720814,Isaziwa XIII - Moon 15 - Caldari Navy Logistic Support
60003910,30002738,10000033,0.570857,Inoue VIII - Moon 5 - Caldari Navy Logistic Support
60003913,30002740,10000033,0.538036,Eitu III - Moon 12 - Caldari Navy Assembly Plant
60003916,30001363,10000016,0.841025,Sobaseki VII - Caldari Navy Logistic Support
60003919,30001364,10000016,0.858976,Funtanainen VIII - Caldari Navy Assembly Plant
60003922,30001367,10000016,0.604188,Hageken V - Moon 2 - Caldari Navy Assembly Plant
60003925,30001363,10000016,0.841025,Sobaseki X - Moon 1 - Caldari Navy Assembly Plant
60003928,30001365,10000016,0.780999,Isikemi VI - Moon 5 - Caldari Navy Logistic Support
60003931,30001364,10000016,0.858976,Funtanainen IV - Moon 1 - Caldari Navy Logistic Support
60003934,30000153,10000002,0.558053,Poinen V - Moon 12 - Internal Security Assembly Plant
60003937,30000153,10000002,0.558053,Poinen V - Moon 26 - Internal Security Assembly Plant
60003940,30001404,10000016,0.851633,Airkio IX - Moon 7 - Lai Dai Protection Service Assembly Plant
60003943,30001404,10000016,0.851633,Airkio VII - Moon 2 - Lai Dai Protection Service Assembly Plant
60003946,30001376,10000016,0.816557,Nourvukaiken III - Moon 1 - Lai Dai Protection Service Assembly Plant
60003949,30001376,10000016,0.816557,Nourvukaiken VI - Lai Dai Protection Service Assembly Plant
60003952,30001432,10000016,0.523532,Uesuro V - Moon 15 - Lai Dai Protection Service Assembly Plant
60003955,30001430,10000016,0.573492,Endatoh VII - Moon 2 - Lai Dai Protection Service Assembly Plant
60003958,30001437,10000016,0.338287,Tamo V - Moon 11 - Lai Dai Protection Service Assembly Plant
60003961,30001439,10000016,0.358628,Anin IX - Moon 11 - Lai Dai Protection Service Assembly Plant
60003964,30001393,10000016,0.948175,Malkalen III - Ishukone Watch Assembly Plant
60003967,30001394,10000016,0.770922,Korama VI - Moon 20 - Ishukone Watch Assembly Plant
60003970,30001394,10000016,0.770922,Korama III - Moon 6 - Ishukone Watch Logistic Support
60003973,30001437,10000016,0.338287,Tamo V - Moon 2 - Ishukone Watch Logistic Support
60003976,30001438,10000016,0.389715,Nannaras VII - Ishukone Watch Assembly Plant
60003979,30001442,10000016,0.096294,Saranen V - Moon 16 - Ishukone Watch Testing Facilities
60003982,30001424,10000016,0.801226,Haajinen XII - Moon 8 - Ishukone Watch Logistic Support
60003985,30001425,10000016,0.759068,Oipo II - Moon 19 - Ishukone Watch Logistic Support
60003988,30001426,10000016,0.725113,Isinokka VI - Moon 1 - Ishukone Watch Logistic Support
60003991,30001420,10000016,0.359979,Daras III - Ishukone Watch Assembly Plant
60003994,30001421,10000016,0.513441,Otalieto VIII - Moon 10 - Ishukone Watch Logistic Support
60003997,30001423,10000016,0.582824,Jotenen II - Ishukone Watch Testing Facilities
60004000,30001401,10000016,0.508041,Nonni III - Home Guard Testing Facilities
60004003,30001399,10000016,0.665783,Elonaya X - Moon 15 - Home Guard Logistic Support
60004006,30001401,10000016,0.508041,Nonni III - Moon 1 - Home Guard Assembly Plant
60004009,30001398,10000016,0.44779,Aunenen V - Moon 16 - Home Guard Logistic Support
60004012,30001363,10000016,0.841025,Sobaseki XI - Moon 1 - Home Guard Assembly Plant
60004015,30001365,10000016,0.780999,Isikemi V - Home Guard Assembly Plant
60004018,30001363,10000016,0.841025,Sobaseki VIII - Moon 1 - Home Guard Assembly Plant
60004021,30001365,10000016,0.780999,Isikemi I - Home Guard Assembly Plant
60004024,30001372,10000070,-1.0,Kino VII - Moon 7 - Perun Clade Semiosis Theater
60004027,30001368,10000016,0.605931,Uemisaisen VII - Moon 16 - Home Guard Assembly Plant
60004030,30001369,10000016,0.51257,Sotrentaira VII - Moon 15 - Home Guard Logistic Support
60004033,30001371,10000016,0.634758,Erenta II - Moon 2 - Home Guard Assembly Plant
60004036,30001429,10000016,0.519668,Torrinos V - Moon 6 - Home Guard Assembly Plant
60004039,30001424,10000016,0.801226,Haajinen XII - Moon 20 - Home Guard Logistic Support
60004042,30001429,10000016,0.519668,Torrinos VI - Moon 16 - Home Guard Logistic Support
60004045,30001429,10000016,0.519668,Torrinos V - Moon 16 - Home Guard Logistic Support
60004048,30000146,10000002,0.65244,Saisio VII - Moon 1 - Peace and Order Unit Testing Facilities
60004051,30000150,10000002,0.585978,Hurtoken VII - Moon 3 - Peace and Order Unit Testing Facilities
60004054,30000147,10000002,0.625298,Abagawa VIII - Moon 4 - Peace and Order Unit Logistic Support
60004057,30000173,10000002,0.708073,Vattuolen XII - Moon 2 - Peace and Order Unit Logistic Support
60004060,30000174,10000002,0.740427,Onuse VII - Moon 11 - Peace and Order Unit Assembly Plant
60004063,30000173,10000002,0.708073,Vattuolen X - Moon 14 - Peace and Order Unit Assembly Plant
60004066,30000132,10000002,0.912017,Ansila VI - Moon 2 - Peace and Order Unit Assembly Plant
60004069,30000137,10000002,0.625294,Eskunen X - Moon 16 - Peace and Order Unit Assembly Plant
60004072,30000137,10000002,0.625294,Eskunen X - Moon 13 - Peace and Order Unit Assembly Plant
60004075,30000159,10000002,0.532008,Ikami VIII - Moon 12 - Peace and Order Unit Logistic Support
60004078,30000163,10000002,0.324625,Akora IX - Moon 8 - Peace and Order Unit Assembly Plant
60004081,30000162,10000002,0.440715,Maila V - Moon 2 - Peace and Order Unit Assembly Plant
60004084,30002780,10000033,0.708087,Muvolailen VIII - Moon 2 - Spacelane Patrol Assembly Plant
60004087,30002775,10000033,0.778535,Paara I - Spacelane Patrol Logistic Support
60004090,30002778,10000033,0.830855,Tasabeshi I - Spacelane Patrol Assembly Plant
60004093,30002780,10000033,0.708087,Muvolailen IX - Moon 11 - Spacelane Patrol Assembly Plant
60004096,30002778,10000033,0.830855,Tasabeshi IV - Moon 13 - Spacelane Patrol Logistic Support
60004099,30002779,10000033,0.794424,Ono VII - Moon 10 - Spacelane Patrol Testing Facilities
60004102,30002744,10000033,0.819648,Auviken VII - Moon 8 - Spacelane Patrol Assembly Plant
60004105,30002744,10000033,0.819648,Auviken IV - Spacelane Patrol Logistic Support
60004108,30002746,10000033,0.816639,Oijamon VI - Moon 17 - Spacelane Patrol Assembly Plant
60004111,30002744,10000033,0.819648,Auviken V - Moon 1 - Spacelane Patrol Logistic Support
60004114,30002743,10000033,0.730094,Ohvosamon VII - Spacelane Patrol Logistic Support
60004117,30002744,10000033,0.819648,Auviken V - Moon 10 - Spacelane Patrol Logistic Support
60004120,30002801,10000033,0.729161,Suroken VI - Spacelane Patrol Assembly Plant
60004123,30002803,10000033,0.621322,Juunigaishi III - Spacelane Patrol Assembly Plant
60004126,30002801,10000033,0.729161,Suroken VIII - Moon 12 - Spacelane Patrol Assembly Plant
60004129,30002805,10000033,0.712756,Anttiri V - Moon 14 - Spacelane Patrol Assembly Plant
60004132,30002804,10000033,0.670042,Isikesu I - Moon 1 - Spacelane Patrol Logistic Support
60004135,30002805,10000033,0.712756,Anttiri V - Moon 6 - Spacelane Patrol Assembly Plant
60004138,30001443,10000016,0.528345,Vuorrassi V - Moon 1 - Spacelane Patrol Assembly Plant
60004141,30001444,10000016,0.463883,Oimmo IV - Moon 10 - Spacelane Patrol Assembly Plant
60004144,30001443,10000016,0.528345,Vuorrassi VI - Moon 3 - Spacelane Patrol Assembly Plant
60004147,30001443,10000016,0.528345,Vuorrassi V - Moon 13 - Spacelane Patrol Assembly Plant
60004150,30001445,10000070,-1.0,Nalvula IX - Moon 2 - Perun Clade Extractive Terminus
60004153,30001446,10000016,0.349161,Otsasai VIII - Moon 18 - Spacelane Patrol Assembly Plant
60004156,30002785,10000033,0.829998,Santola VIII - Moon 9 - Spacelane Patrol Testing Facilities
60004159,30002784,10000033,0.813315,Tintoh VII - Moon 10 - Spacelane Patrol Logistic Support
60004162,30002783,10000033,0.668238,Sankkasen VII - Moon 8 - Spacelane Patrol Assembly Plant
60004165,30002783,10000033,0.668238,Sankkasen VII - Moon 10 - Spacelane Patrol Assembly Plant
60004168,30002783,10000033,0.668238,Sankkasen II - Spacelane Patrol Assembly Plant
60004171,30002786,10000033,0.602213,Ikao VII - Moon 8 - Spacelane Patrol Logistic Support
60004174,30002769,10000033,0.448785,Enderailen VI - Moon 11 - Spacelane Patrol Assembly Plant
60004177,30002769,10000033,0.448785,Enderailen VIII - Moon 3 - Spacelane Patrol Assembly Plant
60004180,30002767,10000033,0.416024,Kubinen IX - Spacelane Patrol Assembly Plant
60004183,30002769,10000033,0.448785,Enderailen VII - Moon 6 - Spacelane Patrol Assembly Plant
60004186,30002769,10000033,0.448785,Enderailen VI - Moon 17 - Spacelane Patrol Assembly Plant
60004189,30002768,10000033,0.50544,Uedama VI - Moon 8 - Spacelane Patrol Logistic Support
60004192,30001426,10000016,0.725113,Isinokka V - Moon 2 - Spacelane Patrol Logistic Support
60004195,30001426,10000016,0.725113,Isinokka V - Moon 10 - Spacelane Patrol Testing Facilities
60004198,30001425,10000016,0.759068,Oipo III - Moon 8 - Spacelane Patrol Logistic Support
60004201,30001429,10000016,0.519668,Torrinos V - Moon 15 - Spacelane Patrol Logistic Support
60004204,30001428,10000016,0.619124,Ibura IX - Moon 11 - Spacelane Patrol Testing Facilities
60004207,30001424,10000016,0.801226,Haajinen XI - Moon 7 - Spacelane Patrol Assembly Plant
60004210,30000158,10000002,0.676041,Olo II - Moon 3 - Spacelane Patrol Assembly Plant
60004213,30000153,10000002,0.558053,Poinen III - Moon 16 - Spacelane Patrol Logistic Support
60004216,30000154,10000002,0.600608,Liekuri VI - Spacelane Patrol Assembly Plant
60004219,30000156,10000002,0.577656,Josameto IV - Spacelane Patrol Assembly Plant
60004222,30000153,10000002,0.558053,Poinen I - Moon 2 - Spacelane Patrol Logistic Support
60004225,30000156,10000002,0.577656,Josameto VIII - Spacelane Patrol Assembly Plant
60004228,30000129,10000002,0.945965,Unpas IX - Moon 5 - Spacelane Patrol Logistic Support
60004231,30000131,10000002,0.606936,Nomaa IV - Moon 2 - Spacelane Patrol Assembly Plant
60004234,30000127,10000002,0.747993,Sirseshin VIII - Moon 3 - Spacelane Patrol Assembly Plant
60004237,30000129,10000002,0.945965,Unpas VI - Moon 3 - Spacelane Patrol Assembly Plant
60004240,30000128,10000002,0.610849,Tuuriainas II - Spacelane Patrol Assembly Plant
60004243,30000130,10000002,0.874585,Shihuken VIII - Moon 2 - Spacelane Patrol Logistic Support
60004246,30001386,10000016,0.549477,Saatuban VIII - Moon 2 - Spacelane Patrol Assembly Plant
60004249,30001390,10000016,0.42091,Pakkonen V - Spacelane Patrol Testing Facilities
60004252,30001386,10000016,0.549477,Saatuban V - Moon 2 - Spacelane Patrol Logistic Support
60004255,30001387,10000016,0.677701,Isikano IV - Moon 1 - Spacelane Patrol Assembly Plant
60004258,30001391,10000016,0.50597,Piekura VII - Spacelane Patrol Assembly Plant
60004261,30001391,10000016,0.50597,Piekura VIII - Moon 8 - Spacelane Patrol Assembly Plant
60004264,30001356,10000016,0.398268,Dantumi VI - Moon 1 - Wiyrkomi Peace Corps Assembly Plant
60004267,30001358,10000016,0.530137,Ossa VII - Moon 11 - Wiyrkomi Peace Corps Logistic Support
60004270,30001359,10000016,0.590755,Semiki IX - Moon 4 - Wiyrkomi Peace Corps Testing Facilities
60004273,30001386,10000016,0.549477,Saatuban IX - Moon 2 - Wiyrkomi Peace Corps Assembly Plant
60004276,30001391,10000016,0.50597,Piekura VIII - Moon 11 - Wiyrkomi Peace Corps Assembly Plant
60004279,30001387,10000016,0.677701,Isikano IX - Moon 11 - Wiyrkomi Peace Corps Logistic Support
60004282,30001381,10000070,-1.0,Arvasaras II - Moon 3 - Veles Clade Proving Complex
60004285,30001382,10000016,0.49451,Akonoinen VI - Wiyrkomi Peace Corps Logistic Support
60004288,30001382,10000016,0.49451,Akonoinen I - Wiyrkomi Peace Corps Assembly Plant
60004291,30001368,10000016,0.605931,Uemisaisen V - Moon 5 - Wiyrkomi Peace Corps Assembly Plant
60004294,30001368,10000016,0.605931,Uemisaisen VII - Wiyrkomi Peace Corps Assembly Plant
60004297,30001371,10000016,0.634758,Erenta V - Wiyrkomi Peace Corps Logistic Support
60004300,30002801,10000033,0.729161,Suroken VII - Moon 1 - Corporate Police Force Assembly Plant
60004303,30002805,10000033,0.712756,Anttiri V - Moon 21 - Corporate Police Force Assembly Plant
60004306,30002802,10000033,0.8473,Kusomonmon VI - Moon 23 - Corporate Police Force Testing Facilities
60004309,30002803,10000033,0.621322,Juunigaishi X - Moon 5 - Corporate Police Force Assembly Plant
60004312,30002755,10000033,0.543759,Usi V - Moon 1 - Corporate Police Force Logistic Support
60004315,30002760,10000033,0.334717,Manjonakko VI - Moon 3 - Corporate Police Force Testing Facilities
60004318,30002757,10000033,0.370777,Nikkishina IX - Moon 6 - Corporate Police Force Logistic Support
60004321,30002756,10000033,0.374638,Ishomilken IX - Moon 4 - Corporate Police Force Assembly Plant
60004324,30002751,10000033,0.686052,Kaimon III - Moon 1 - Corporate Police Force Assembly Plant
60004327,30002751,10000033,0.686052,Kaimon II - Moon 10 - Corporate Police Force Assembly Plant
60004330,30002751,10000033,0.686052,Kaimon III - Moon 10 - Corporate Police Force Assembly Plant
60004333,30002751,10000033,0.686052,Kaimon I - Moon 1 - Corporate Police Force Assembly Plant
60004336,30001428,10000016,0.619124,Ibura IX - Moon 12 - Corporate Police Force Logistic Support
60004339,30001425,10000016,0.759068,Oipo IV - Moon 10 - Corporate Police Force Assembly Plant
60004342,30001424,10000016,0.801226,Haajinen X - Corporate Police Force Logistic Support
60004345,30001425,10000016,0.759068,Oipo IV - Corporate Police Force Assembly Plant
60004348,30002793,10000033,0.462497,Inari IX - Moon 13 - Corporate Police Force Testing Facilities
60004351,30002790,10000033,0.685588,Waskisen IX - Moon 11 - Corporate Police Force Logistic Support
60004354,30002788,10000033,0.836978,Inaro X - Moon 13 - Corporate Police Force Logistic Support
60004357,30002792,10000033,0.520267,Irjunen II - Corporate Police Force Assembly Plant
60004360,30000136,10000002,0.663811,Ohmahailen V - Moon 6 - Corporate Police Force Assembly Plant
60004363,30000133,10000002,0.949,Hirtamon VI - Moon 18 - Corporate Police Force Assembly Plant
60004366,30000132,10000002,0.912017,Ansila X - Moon 1 - Corporate Police Force Assembly Plant
60004369,30000136,10000002,0.663811,Ohmahailen V - Moon 7 - Corporate Police Force Assembly Plant
60004372,30000201,10000002,0.474179,Uchoshi IX - Moon 4 - Corporate Police Force Logistic Support
60004375,30000204,10000002,0.384887,Ohkunen IV - Moon 10 - Corporate Police Force Testing Facilities
60004378,30000203,10000002,0.417261,Eruka VIII - Moon 12 - Corporate Police Force Logistic Support
60004381,30000201,10000002,0.474179,Uchoshi I - Corporate Police Force Assembly Plant
60004384,30002740,10000033,0.538036,Eitu VI - Moon 21 - Corporate Police Force Assembly Plant
60004387,30002739,10000033,0.720814,Isaziwa XI - Corporate Police Force Assembly Plant
60004390,30002740,10000033,0.538036,Eitu VI - Moon 10 - Corporate Police Force Assembly Plant
60004393,30002739,10000033,0.720814,Isaziwa VIII - Corporate Police Force Logistic Support
60004396,30001409,10000016,0.561301,Umokka VII - Corporate Police Force Testing Facilities
60004399,30001408,10000016,0.780765,Ruvas IV - Moon 1 - Corporate Police Force Assembly Plant
60004402,30001405,10000016,0.949,Kakakela VII - Moon 9 - Corporate Police Force Assembly Plant
60004405,30001405,10000016,0.949,Kakakela VII - Moon 13 - Corporate Police Force Assembly Plant
60004408,30002796,10000033,0.397183,Hysera II - Corporate Police Force Assembly Plant
60004411,30002794,10000033,0.50122,Yria III - Moon 6 - Corporate Police Force Assembly Plant
60004414,30002795,10000033,0.453128,Oshaima VII - Moon 1 - Corporate Police Force Assembly Plant
60004417,30002799,10000033,0.533575,Oisio VI - Moon 1 - Corporate Police Force Assembly Plant
60004420,30001407,10000016,0.949,Todaki VI - Moon 1 - School of Applied Knowledge
60004423,30000142,10000002,0.945913,Jita IV - Moon 6 - Caldari Provisions School
60004426,30000201,10000002,0.474179,Uchoshi XI - Moon 14 - School of Applied Knowledge
60004429,30001432,10000016,0.523532,Uesuro VI - Moon 1 - School of Applied Knowledge
60004432,30001389,10000016,0.635016,Isanamo XIV - Moon 9 - Caldari Provisions School
60004435,30000167,10000002,0.594889,Sakkikainen VI - Moon 8 - School of Applied Knowledge
60004438,30002775,10000033,0.778535,Paara VI - Moon 2 - School of Applied Knowledge
60004441,30002771,10000033,0.475369,Kulelen V - Moon 4 - School of Applied Knowledge
60004444,30000181,10000002,0.643166,Korsiki II - Moon 7 - School of Applied Knowledge
60004447,30001443,10000016,0.528345,Vuorrassi V - Moon 9 - Caldari Provisions School
60004450,30001392,10000016,0.949,Amsen VI - Moon 1 - Science and Trade Institute School
60004453,30002739,10000033,0.720814,Isaziwa X - Science and Trade Institute School
60004456,30002783,10000033,0.668238,Sankkasen VII - Moon 6 - Science and Trade Institute School
60004459,30000180,10000002,0.680264,Osmon IV - Moon 5 - Science and Trade Institute School
60004462,30000119,10000002,0.671738,Itamo VI - Moon 6 - Science and Trade Institute School
60004465,30000201,10000002,0.474179,Uchoshi X - Moon 11 - Science and Trade Institute School
60004468,30000195,10000002,0.282291,Tasti V - Moon 1 - Science and Trade Institute School
60004471,30001356,10000016,0.398268,Dantumi V - Moon 19 - Science and Trade Institute School
60004474,30000188,10000002,0.566958,Hentogaira I - Moon 11 - Science and Trade Institute School
60004477,30001445,10000070,-1.0,Nalvula IV - Moon 1 - Perun Clade Proving Complex
60004480,30003413,10000042,0.775374,Eram VIII - Moon 13 - Sebiestor Tribe Bureau
60004483,30003413,10000042,0.775374,Eram V - Moon 2 - Sebiestor Tribe Bureau
60004486,30003413,10000042,0.775374,Eram IX - Moon 4 - Sebiestor Tribe Bureau
60004489,30003466,10000042,0.416024,Eurgrana VIII - Moon 18 - Sebiestor Tribe Academy
60004492,30003466,10000042,0.416024,Eurgrana VII - Moon 13 - Sebiestor Tribe Treasury
60004495,30003464,10000042,0.744569,Aldik VIII - Moon 2 - Sebiestor Tribe Bureau
60004498,30003449,10000042,0.723155,Hakeri VII - Moon 1 - Sebiestor Tribe Bureau
60004501,30003449,10000042,0.723155,Hakeri XI - Moon 14 - Sebiestor Tribe Bureau
60004504,30003447,10000042,0.644371,Josekorn VII - Moon 1 - Sebiestor Tribe Bureau
60004507,30003394,10000042,0.826576,Freatlidur V - Moon 8 - Sebiestor Tribe Bureau
60004510,30003396,10000042,0.755888,Maturat VII - Moon 4 - Sebiestor Tribe Bureau
60004513,30003394,10000042,0.826576,Freatlidur V - Moon 3 - Sebiestor Tribe Bureau
60004516,30002053,10000042,0.8,Hek IV - Krusual Tribe Bureau
60004519,30002051,10000042,0.464528,Anher V - Moon 12 - Krusual Tribe Bureau
60004522,30002051,10000042,0.464528,Anher IV - Moon 3 - Krusual Tribe Bureau
60004525,30002076,10000042,0.292149,Dudreda IV - Krusual Tribe Bureau
60004528,30002080,10000042,0.092769,Arifsdald III - Moon 10 - Krusual Tribe Bureau
60004531,30002076,10000042,0.292149,Dudreda VI - Moon 6 - Krusual Tribe Bureau
60004534,30002091,10000042,0.321813,Ontorn VIII - Moon 2 - Krusual Tribe Bureau
60004537,30002094,10000042,0.252911,Ebolfer VI - Moon 2 - Krusual Tribe Bureau
60004540,30002090,10000042,0.306094,Frerstorn I - Krusual Tribe Bureau
60004543,30002068,10000042,0.520913,Nakugard VII - Moon 2 - Krusual Tribe Bureau
60004546,30002068,10000042,0.520913,Nakugard V - Moon 12 - Krusual Tribe Bureau
60004549,30002068,10000042,0.520913,Nakugard VII - Moon 12 - Krusual Tribe Bureau
60004552,30002385,10000028,0.586314,Teonusude VII - Moon 1 - Vherokior Tribe Treasury
60004555,30002386,10000028,0.559771,Gelfiven IX - Moon 15 - Vherokior Tribe Bureau
60004558,30002386,10000028,0.559771,Gelfiven IX - Moon 8 - Vherokior Tribe Bureau
60004561,30002420,10000028,0.034555,Egbinger XII - Moon 2 - Vherokior Tribe Treasury
60004564,30002419,10000028,0.214491,Aeditide IV - Moon 1 - Vherokior Tribe Bureau
60004567,30002414,10000028,0.302147,Klingt X - Moon 1 - Vherokior Tribe Bureau
60004570,30002398,10000028,0.563633,Eldulf VI - Moon 3 - Vherokior Tribe Academy
60004573,30002398,10000028,0.563633,Eldulf V - Moon 6 - Vherokior Tribe Academy
60004576,30002398,10000028,0.563633,Eldulf IV - Moon 11 - Vherokior Tribe Bureau
60004579,30002393,10000028,0.250458,Aedald VII - Moon 5 - Vherokior Tribe Bureau
60004582,30002390,10000028,0.330762,Heild VI - Vherokior Tribe Bureau
60004585,30002391,10000028,0.298883,Hrokkur VI - Moon 9 - Vherokior Tribe Academy
60004588,30002510,10000030,0.894582,Rens VI - Moon 8 - Brutor Tribe Treasury
60004591,30002507,10000030,0.732448,Abudban IX - Moon 7 - Brutor Tribe Bureau
60004594,30002510,10000030,0.894582,Rens VII - Moon 17 - Brutor Tribe Bureau
60004597,30002537,10000030,0.438761,Amamake VI - Moon 6 - Brutor Tribe Bureau
60004600,30002542,10000030,0.385484,Auga X - Moon 3 - Brutor Tribe Bureau
60004603,30002537,10000030,0.438761,Amamake II - Brutor Tribe Bureau
60004606,30002548,10000030,0.530243,Emolgranlan VII - Moon 9 - Brutor Tribe Bureau
60004609,30002545,10000030,0.946263,Lustrevik VII - Moon 9 - Brutor Tribe Academy
60004612,30002545,10000030,0.946263,Lustrevik VIII - Moon 9 - Brutor Tribe Bureau
60004615,30002526,10000030,0.838971,Frarn VI - Moon 18 - Brutor Tribe Bureau
60004618,30002524,10000030,0.949,Ivar IX - Moon 4 - Brutor Tribe Bureau
60004621,30002528,10000030,0.817657,Balginia II - Brutor Tribe Bureau
60004624,30003377,10000042,0.91335,Illuin III - Republic Parliament Bureau
60004627,30003374,10000042,0.949,Arlulf II - Republic Parliament Bureau
60004630,30003378,10000042,0.768314,Nedegulf VIII - Moon 5 - Republic Parliament Academy
60004633,30003380,10000042,0.949,Alf II - Moon 1 - Republic Parliament Bureau
60004636,30003401,10000042,0.891302,Egbonbet VI - Moon 11 - Republic Parliament Bureau
60004639,30003403,10000042,0.907195,Meimungen VI - Republic Parliament Bureau
60004642,30003404,10000042,0.881108,Agtver VIII - Moon 2 - Republic Parliament Bureau
60004645,30003408,10000042,0.794983,Evettullur VI - Moon 18 - Republic Parliament Bureau
60004648,30002413,10000028,0.304135,Unertek IX - Moon 16 - Republic Parliament Bureau
60004651,30002411,10000070,-1.0,Skarkon III - Moon 14 - Svarog Clade Proving Complex
60004654,30002412,10000028,0.058349,Ennur VIII - Moon 7 - Republic Parliament Treasury
60004657,30002412,10000028,0.058349,Ennur VIII - Moon 6 - Republic Parliament Treasury
60004660,30003423,10000042,0.542579,Nein IV - Republic Parliament Bureau
60004663,30003422,10000042,0.591071,Wirdalen VII - Moon 8 - Republic Parliament Bureau
60004666,30003427,10000042,0.513562,Osvestmunnur IX - Republic Parliament Bureau
60004669,30003422,10000042,0.591071,Wirdalen VII - Moon 17 - Republic Parliament Bureau
60004672,30002563,10000030,0.655505,Egmur VII - Moon 15 - Republic Parliament Academy
60004675,30002564,10000030,0.878652,Javrendei VIII - Moon 13 - Republic Parliament Academy
60004678,30002562,10000030,0.712665,Trer IV - Moon 2 - Republic Parliament Bureau
60004681,30002563,10000030,0.655505,Egmur VII - Moon 16 - Republic Parliament Academy
60004684,30002077,10000042,0.211785,Hakisalki X - Republic Parliament Academy
60004687,30002079,10000070,-1.0,Krirald VII - Moon 11 - Perun Clade Proving Complex
60004690,30002077,10000042,0.211785,Hakisalki IX - Moon 14 - Republic Parliament Bureau
60004693,30002076,10000042,0.292149,Dudreda V - Moon 8 - Republic Parliament Bureau
60004696,30003432,10000042,0.58107,Lumegen V - Moon 1 - Republic Parliament Treasury
60004699,30003432,10000042,0.58107,Lumegen V - Republic Parliament Academy
60004702,30003430,10000042,0.671349,Oppold VI - Moon 16 - Republic Parliament Bureau
60004705,30003431,10000042,0.631807,Tratokard IV - Moon 2 - Republic Parliament Bureau
60004708,30003457,10000042,0.71845,Ridoner VI - Moon 1 - Republic Parliament Bureau
60004711,30003458,10000042,0.608008,Klaevik VII - Moon 13 - Republic Parliament Bureau
60004714,30003453,10000042,0.761926,Orduin V - Moon 7 - Republic Parliament Bureau
60004717,30003453,10000042,0.761926,Orduin VIII - Moon 1 - Republic Parliament Bureau
60004720,30002088,10000042,0.353285,Vimeini VII - Moon 19 - Republic Parliament Bureau
60004723,30002086,10000042,0.387434,Turnur I - Republic Parliament Bureau (Damaged)
60004726,30002089,10000042,0.385905,Avenod V - Moon 1 - Republic Parliament Academy
60004729,30002089,10000042,0.385905,Avenod VI - Moon 9 - Republic Parliament Academy
60004732,30002571,10000030,0.897107,Oremmulf V - Moon 4 - Republic Parliament Bureau
60004735,30002569,10000030,0.914868,Osaumuni VIII - Moon 22 - Republic Parliament Bureau
60004738,30002573,10000030,0.949,Vullat VII - Moon 9 - Republic Parliament Academy
60004741,30002572,10000030,0.876929,Hurjafren VI - Moon 17 - Republic Parliament Bureau
60004744,30002544,10000030,0.949,Pator VII (Kulheim) - Moon 1 - Republic Fleet Testing Facilities
60004747,30002544,10000030,0.949,Pator V (Vakir) - Republic Fleet Logistic Support
60004750,30002546,10000030,0.808855,Isendeldik IX - Moon 6 - Republic Fleet Logistic Support
60004753,30002548,10000030,0.530243,Emolgranlan VI - Republic Fleet Assembly Plant
60004756,30002543,10000030,0.949232,Eystur III - Moon 1 - Republic Fleet Assembly Plant
60004759,30002545,10000030,0.946263,Lustrevik VII - Moon 7 - Republic Fleet Logistic Support
60004762,30002097,10000042,0.298558,Klogori III - Republic Fleet Logistic Support
60004765,30002097,10000042,0.298558,Klogori II - Moon 1 - Republic Fleet Assembly Plant
60004768,30002097,10000042,0.298558,Klogori V - Moon 2 - Republic Fleet Assembly Plant
60004771,30002100,10000042,0.154256,Taff V - Moon 13 - Republic Fleet Assembly Plant
60004774,30002097,10000042,0.298558,Klogori VI - Moon 1 - Republic Fleet Assembly Plant
60004777,30002100,10000042,0.154256,Taff V - Moon 16 - Republic Fleet Assembly Plant
60004780,30002405,10000028,0.302073,Sakulda IX - Moon 2 - Republic Fleet Testing Facilities
60004783,30002406,10000028,0.303156,Hedaleolfarber IX - Moon 23 - Republic Fleet Testing Facilities
60004786,30002404,10000028,0.241078,Half X - Moon 10 - Republic Fleet Assembly Plant
